"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/valuechains","Free","Technische Universität München (TUM)","The Economics of Agro-Food Value Chains","Behavioral Economics, B2B Sales, Compensation, Product Marketing, Calculus, Communication, Mathematics, Strategy and Operations, Entrepreneurship, Data Analysis, Supply Chain Systems, Computer Programming, Product Management, Linear Algebra, Basic Descriptive Statistics, Design and Product, Business Development, Retail Sales, Collaboration, Supply Chain and Logistics, Retail Store Operations, Accounting, Innovation, Budget Management, Market Research, Human Resources, Leadership and Management, Audit, Organizational Development, Market Analysis, Probability & Statistics, Problem Solving, Planning, Economics, Finance, Product Strategy, Statistical Analysis, General Accounting, Marketing, Advertising, General Statistics, Contract Management, Business Psychology, Programming Principles, Sales, Research and Design, Econometrics, Business Analysis, Leadership Development, Strategy","Skills you'll gain:","4.5","(349 reviews)","Intermediate · Course · 3-6 Months",""
"https://www.coursera.org/learn/teaching-character","Free","Relay Graduate School of Education","Teaching Character and Creating Positive Classrooms","Teaching","Skills you'll gain:","4.8","(812 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/particle-physics","Free","University of Geneva","Particle Physics: an Introduction","Tailored Access Operations, Research and Design, Business Psychology, Entrepreneurship, Culture, Energy, Human Resources, Training, Markov Model, General Statistics, Probability & Statistics, Leadership and Management, Problem Solving, Human Learning, Physics, Machine Learning","Skills you'll gain:","4.4","(816 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/machine-teaching-ai","Free","University of Washington","Machine Teaching for Autonomous AI","Business Psychology, Deep Learning, Network Model, Entrepreneurship, Leadership and Management, Decision Making, Teaching, Reinforcement Learning, Machine Learning, Computer Networking","Skills you'll gain:","4.4","(7 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/biomedvis","Free","University of Glasgow","Biomedical Visualisation","Virtual Reality, Computer Graphic Techniques, Human Computer Interaction, Scientific Visualization, Medicine, Data Visualization, Visualization (Computer Graphics), Computer Graphics","Skills you'll gain:","4.6","(278 reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/youth-sports","Free","University of Florida","The Science of Training Young Athletes","Business Psychology, Coaching, Human Resources, Sports, Training","Skills you'll gain:","4.8","(730 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/preserving-cultural-heritage","Free","Sapienza University of Rome","Recovering the Humankind's Past and Saving the Universal Heritage","Business Psychology, Accounting Software, Leadership and Management, History, Scientific Visualization, Data Analysis, Culture, Business Analysis, Data Visualization, Interactive Data Visualization, Accounting, Data Visualization Software","Skills you'll gain:","4.4","(247 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/computer-vision-with-embedded-machine-learning","Free","Edge Impulse","Computer Vision with Embedded Machine Learning","Deep Learning, Artificial Neural Networks, Computer Vision, Machine Learning","Skills you'll gain:","4.7","(52 reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/henry","Free","University of Virginia","Patrick Henry: Forgotten Founder","History","Skills you'll gain:","4.9","(156 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/copyright-for-education","Free","Duke University","Copyright for Educators & Librarians","Business Psychology, Human Resources, Strategy and Operations, Entrepreneurship, Marketing, Leadership and Management, Research and Design, Market Analysis, Adaptability, People Development, Culture, Law, Problem Solving, Human Learning, Business Analysis, Critical Thinking, Regulations and Compliance, Finance","Skills you'll gain:","4.8","(501 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ef/ff3420ec0811e3ad56b7db72792905/puzzle_cfel.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/know-thyself-the-examined-life","Free","The University of Edinburgh","Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life","Business Analysis, Strategy and Operations, Philosophy, Communication, Research and Design, Critical Thinking, Leadership and Management, Emotional Intelligence","Skills you'll gain:","4.6","(471 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/83/9afb3089dd11e8930701bb301270d0/OwlCoin.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/roman-art-archaeology","Free","University of Arizona","Roman Art and Archaeology","History, Machine Learning, Deep Learning","Skills you'll gain:","4.7","(573 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/27/a86da04e8311e5887c5d18f3dff54a/colosseum2soren.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/artinquiry","Free","The Museum of Modern Art","Art & Inquiry: Museum Teaching Strategies For Your Classroom","Human Resources, Entrepreneurship, Business Psychology, People Development, Research and Design, Strategy and Operations, Critical Thinking, Leadership and Management, Business Analysis, Human Learning","Skills you'll gain:","4.7","(418 reviews)","Mixed · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/209ec07e9111e69c04b92f095724ed/edu_School_Programs_2014_jbrownrigg_199_smaller_.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/python-data-processing","Free","Nanjing University","Data Processing Using Python","Python Programming, Statistical Programming, Computer Programming","Skills you'll gain:","4.1","(278 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/98/1ac3204b9111e5a7141993db26bfbc/__1.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/kierkegaard","Free","University of Copenhagen","Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity","Research and Design, Philosophy, Business Psychology, History, Leadership and Management, Strategy and Operations, Business Analysis, Culture","Skills you'll gain:","4.8","(682 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/15/5f0ab0912011e6a8b757d2b6a25dfd/kierkegaard_175x175.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/gestao-de-operacoes","Free","Insper","Gestão de Operações","Strategy and Operations, Operations Management, Supply Chain and Logistics, Entrepreneurship, Leadership and Management, Operational Analysis, Process Analysis, Strategy, Sales, Business Analysis, Marketing","Skills you'll gain:","4.8","(456 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/researcher-management-leadership-training","Free","University of Colorado System","Researcher Management and Leadership Training","Strategy and Operations, Recruitment, Human Resources, Leadership and Management, Budget Management, People Management, Financial Management, Leadership, Finance, Leadership Development, Entrepreneurship","Skills you'll gain:","4.9","(254 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission","Free","ESSEC Business School","Raison d’être et Entreprise à Mission","Innovation, Human Resources, Entrepreneurship, Strategy and Operations, Supply Chain and Logistics, Communication, Research and Design, Advertising, Brand Management, Strategy, Business Psychology, Change Management, Performance, Leadership, Marketing, Human Learning, Planning, Leadership Development, Sales, Leadership and Management","Skills you'll gain:","4.6","(108 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/health-humanitarianism","Free","University of Manchester","Global Health and Humanitarianism","Entrepreneurship, Data Visualization, Research and Design, Innovation, Global, Principle, Probability & Statistics, Budget Management, Finance, Supply Chain and Logistics, Geovisualization, Epidemiology, Procurement, International Law","Skills you'll gain:","4.7","(190 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/formacion-docente-habilidades-siglo-veintiuno","Free","Pontificia Universidad Católica de Chile","Formación docente basada en la práctica para desarrollar habilidades del siglo XXI","Business Psychology, Entrepreneurship, Communication, Education, Critical Thinking, Human Resources, Creativity, Strategy and Operations, Business Analysis, People Development, Leadership and Management, Research and Design, Human Learning, Collaboration","Skills you'll gain:","4.8","(325 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/competencias-digitales-ofimatica-excel","Free","Universitat Autònoma de Barcelona","Competencias digitales de ofimática: Microsoft Excel","Data Analysis, Microsoft Excel, Business Analysis, Spreadsheet Software, Data Analysis Software","Skills you'll gain:","4.8","(238 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/supervision-raisonnement-clinique","Free","University of Geneva","Supervision du raisonnement clinique","Listening, Business Psychology, Entrepreneurship, Feature Engineering, Probability & Statistics, Theoretical Computer Science, Biostatistics, General Statistics, Algorithms, Machine Learning","Skills you'll gain:","4.7","(52 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/4beab0782a11e7aa35235b2b43e353/Logo_SansTexte_800x800.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/innovation-manageriale","Free","ESSEC Business School","L'innovation managériale en pratique","Business Psychology, Human Resources, Communication, Entrepreneurship, Change Management, Creativity, Research and Design, Innovation, Strategy and Operations, Leadership and Management, Organizational Development, Collaboration","Skills you'll gain:","4.6","(381 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0b/9d3fc0590a11e8be51b7c2c7cc7e22/vignette-MANAGEMENT.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/marketing-gerencial","Free","Universidad de Chile","Marketing Gerencial","Strategy and Operations, Product Marketing, Communication, Entrepreneurship, Marketing, Marketing Mix, Marketing Strategy, Market (Economics), Design and Product, Marketing Management","Skills you'll gain:","4.8","(2k reviews)","Intermediate · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ff/a543f0711d11e6b04ef1a1056d1a3a/sales-and-marketing-careers.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/startup-technologique","Free","École Polytechnique","Créer et développer une startup technologique","Marketing, Communication, Software Engineering, Entrepreneurship, Business Research, Business Development, Research and Design, Innovation, Strategy and Operations, Business Communication, Investment Management, Finance, Supply Chain and Logistics, Leadership and Management, Entrepreneurial Finance, Application Development, Planning, Strategy, General Accounting, Project Management, Accounting, Sales","Skills you'll gain:","4.6","(381 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/08/6d6860a57611e59db55548e5dab1f2/logo-800x800.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/tcpip","Free","Yonsei University","Introduction to TCP/IP","Computer Architecture, Network Architecture, Networking Hardware, Network Security, Security, Security Engineering, Internet, Computer Networking, Cyberattacks","Skills you'll gain:","4.6","(2.1k reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2b/6e5900607d11e7bf941ff25e8a1f15/tcpip.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/philosophy-cognitive-sciences","Free","The University of Edinburgh","Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences","Computer Programming, Business Psychology, Theoretical Computer Science, Culture, Philosophy, Probability & Statistics, Leadership and Management, General Statistics, Machine Learning, Computational Thinking, Psychologies, Algorithms","Skills you'll gain:","4.6","(1.3k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cf/0e6f355ee930b55faf574d1d89a990/iStock_000018892265XSmall.jpeg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
